,created_at,full_text,quote_count,reply_count,retweet_count,favorite_count,username,tweet_url,Kandidat
26,Wed Dec 13 04:22:10 +0000 2023,1 Anis Muhaimin 2 Prabowo Gibran 3 Ganjar Mahfud 4 Manchester United,0.0,0,1.0,1.0,mtsb_id,https://twitter.com/mtsb_id/status/1734790792814706757,Anies-Muhaimin
27,Wed Dec 13 02:29:05 +0000 2023,Dihitung dari shio dihitung dari primbon yg menang pak anis muhaimin,0.0,0,0.0,0.0,Asyad417667262,https://twitter.com/Asyad417667262/status/1734762333493403815,Anies-Muhaimin
28,Wed Dec 13 02:28:00 +0000 2023,TV No 1 anis muhaimin jadi presiden,0.0,0,0.0,0.0,RBaruss84861,https://twitter.com/RBaruss84861/status/1734762060758778315,Anies-Muhaimin
29,Wed Dec 13 01:15:30 +0000 2023,semangat bang aku dukung GIBRAN Gerakan Indonesia Bersama Anis Muhaimin,0.0,0,0.0,0.0,raffiiiahmd,https://twitter.com/raffiiiahmd/status/1734743817222598706,Anies-Muhaimin
30,Wed Dec 13 01:01:33 +0000 2023,Kalau tidak suka Prabowo Gibran jangan pilih emang pa saya kan pilihan saya kan Anis Muhaimin,0.0,0,0.0,0.0,denit6421,https://twitter.com/denit6421/status/1734740306040705173,Anies-Muhaimin
31,Wed Dec 13 00:54:35 +0000 2023,Anis muhaimin unggul dalam debat capres pertama yang diselenggarakan oleh KPU AMINUnggulDebatCapres AMINTerbaikNomer1,0.0,0,0.0,0.0,AbdiSofiyan,https://twitter.com/AbdiSofiyan/status/1734738553895313864,Anies-Muhaimin
32,Tue Dec 12 23:17:07 +0000 2023,Indonesia disegani dikancah internasional bersama Anis Muhaimin 2024,0.0,0,0.0,0.0,kye1047273,https://twitter.com/kye1047273/status/1734714023722226062,Anies-Muhaimin
33,Tue Dec 12 23:06:07 +0000 2023,PKB Pasangan Anis Muhaimin lebih mengutakan Hukum yang mengatur kekuasaan bukan kekuasaan yang mengatur hukum,0.0,0,1.0,1.0,SiratAdima1,https://twitter.com/SiratAdima1/status/1734711257922416710,Anies-Muhaimin
34,Tue Dec 12 22:17:22 +0000 2023,Anis Muhaimin Presidenku 2024,1.0,0,0.0,0.0,DjuangBernadus,https://twitter.com/DjuangBernadus/status/1734698989126348918,Anies-Muhaimin
35,Tue Dec 12 22:06:22 +0000 2023,Bung akui aja Anis Muhaimin di atas angin,0.0,0,0.0,7.0,ErfanLimba,https://twitter.com/ErfanLimba/status/1734696221237981513,Anies-Muhaimin
36,Tue Dec 12 21:54:22 +0000 2023,Debat Pertama Capres 2024 Telihat konsep gagasan untuk membangun Indonesia Anis Muhaimin InsyaAllah pemimpin 2024 AMIN AMINterbaikno1 AMINUnggulDebatCapres,0.0,0,0.0,1.0,PKaurwaki93,https://twitter.com/PKaurwaki93/status/1734693201439830289,Anies-Muhaimin
37,Tue Dec 12 20:27:10 +0000 2023,Anis Muhaimin orang yg tepat untuk bangsa ini AMINterbaikno1 AMINUnggulDebatCapres,0.0,0,0.0,0.0,budak_desa_2023,https://twitter.com/budak_desa_2023/status/1734671255956328880,Anies-Muhaimin
38,Tue Dec 12 19:08:13 +0000 2023,netizen Kampanye partai sosmed ga usah serang anis muhaimin syulit nemu celahnya serang aja akun anon yg bisajadi kita buat sendiri labeli sbg pendukung anis terus kita rujak sama2 dalam kampanye dehumanisasi pendukung anis Cara main lu kotor tum,0.0,1,0.0,3.0,FatraIncs,https://twitter.com/FatraIncs/status/1734651386070266341,Anies-Muhaimin
39,Tue Dec 12 19:03:17 +0000 2023,Kampanye partai sosmed ga usah serang anis muhaimin syulit nemu celahnya serang aja akun anon yg bisajadi kita buat sendiri labeli sbg pendukung anis terus kita rujak sama2 dalam kampanye dehumanisasi pendukung anis,0.0,2,0.0,66.0,FatraIncs,https://twitter.com/FatraIncs/status/1734650144703013059,Anies-Muhaimin
40,Tue Dec 12 19:02:40 +0000 2023,Kampanye partai sosmed ga usah serang anis muhaimin syulit nemu celahnya serang aja akun anon yg bisajadi kita buat sendiri labeli sbg pendukung anis terus kita rujak sama2 dalam kampanye dehumanisasi pendukung anis Cara main lu kotor tum,0.0,0,0.0,0.0,FatraIncs,https://twitter.com/FatraIncs/status/1734649988972708129,Anies-Muhaimin
41,Tue Dec 12 17:17:29 +0000 2023,Pasangan anis muhaimin pasti menang satu putaran kami selalu mendukung pak anis,0.0,0,0.0,0.0,SuryanaAja13,https://twitter.com/SuryanaAja13/status/1734623520380838006,Anies-Muhaimin
42,Tue Dec 12 17:03:55 +0000 2023,Anis Muhaimin unggul Debat Capres AMINTerbaikNomor1 AMINUnggulDebatCapres,0.0,0,0.0,0.0,ButuniIchalo,https://twitter.com/ButuniIchalo/status/1734620106267688965,Anies-Muhaimin
43,Tue Dec 12 16:54:25 +0000 2023,PILIHAN TERBAIK CAPRES CAWAPRES AMIN ANIS MUHAIMIN,0.0,0,0.0,1.0,MUHAMMA79401264,https://twitter.com/MUHAMMA79401264/status/1734617714474271108,Anies-Muhaimin
44,Tue Dec 12 16:23:30 +0000 2023,Ya Allah jadikanlah Anis Muhaimin sebagai Presiden dan Wakil Presiden Indonesia Amin ya rabbal alamin,1.0,5,10.0,131.0,ZafiraMumtazah,https://twitter.com/ZafiraMumtazah/status/1734609933252092020,Anies-Muhaimin
45,Tue Dec 12 15:57:22 +0000 2023,AminUngguldebatCapres AMINterbaikno1 Semoga Semuanya dimudahkan pintu hati menuju TPS memilih Anis Muhaimin,0.0,0,0.0,1.0,EffendyMuda27,https://twitter.com/EffendyMuda27/status/1734603359343280129,Anies-Muhaimin
46,Tue Dec 12 15:19:39 +0000 2023,Semangat Perubahan anis amp muhaimin,0.0,0,0.0,0.0,FahmiGauzi75105,https://twitter.com/FahmiGauzi75105/status/1734593866291187823,Anies-Muhaimin
47,Tue Dec 12 15:18:47 +0000 2023,AMINTerbaikNomor1 AMINUnggulDebatCapres Menuju Indonesia Perubahan bersama Anis Muhaimin AMIN 2024,0.0,0,0.0,0.0,yogabima11219,https://twitter.com/yogabima11219/status/1734593646329250218,Anies-Muhaimin
48,Tue Dec 12 15:15:20 +0000 2023,AMINTerbaikNomor1 AMINUnggulDebatCapres Menuju Indonesia Perubahan bersama Anis Muhaimin AMIN 2024 MENANG MANTAPKB,0.0,0,0.0,0.0,AlfathG92784,https://twitter.com/AlfathG92784/status/1734592780708761939,Anies-Muhaimin
49,Tue Dec 12 15:12:54 +0000 2023,AMINTerbaikNomor1 AMINUnggulDebatCapres Menuju Indonesia Perubahan bersama Anis Muhaimin AMIN 2024 MENANG FOR PRESIDEN RI,0.0,0,0.0,0.0,AlfathG92784,https://twitter.com/AlfathG92784/status/1734592168655032547,Anies-Muhaimin
50,Tue Dec 12 15:10:01 +0000 2023,AMINTerbaikNomor1 AMINUnggulDebatCapres Menuju Indonesia Perubahan bersama Anis Muhaimin AMIN 2024 MENANG MANTAP AMIN,0.0,0,0.0,0.0,AlfathG92784,https://twitter.com/AlfathG92784/status/1734591440095986084,Anies-Muhaimin
51,Tue Dec 12 15:08:05 +0000 2023,AMINTerbaikNomor1 AMINUnggulDebatCapres Menuju Indonesia Perubahan bersama Anis Muhaimin AMIN 2024 MENANG,0.0,0,0.0,0.0,AlfathG92784,https://twitter.com/AlfathG92784/status/1734590953703518367,Anies-Muhaimin
52,Tue Dec 12 15:07:27 +0000 2023,Ganjar Mahfud Prabowo Gibran Anis Muhaimin OTONG KOIL FOR PRESIDENT staysingL,0.0,1,2.0,4.0,AkliMaula,https://twitter.com/AkliMaula/status/1734590797327237537,Anies-Muhaimin
53,Tue Dec 12 14:57:20 +0000 2023,Pasangan Anis Muhaimin sudah siap melaksanakan debat capres dan cawapres AMINterbaikno1 AminUngguldebatCapres,0.0,0,1.0,1.0,Greengerabah23,https://twitter.com/Greengerabah23/status/1734588249786695728,Anies-Muhaimin
54,Tue Dec 12 14:54:25 +0000 2023,Ya Allah semoga Anis Muhaimin menjadi Presiden dan Wakil Presiden Indonesia Amin,0.0,0,0.0,0.0,ZafiraMumtazah,https://twitter.com/ZafiraMumtazah/status/1734587516433617249,Anies-Muhaimin
55,Tue Dec 12 14:26:46 +0000 2023,Anis muhaimin jadi Bansos akan merata dan bertambah tanpa di ancam,0.0,0,0.0,1.0,AepSakha,https://twitter.com/AepSakha/status/1734580558636970104,Anies-Muhaimin
56,Tue Dec 12 14:23:22 +0000 2023,Smakin nyata siapa pemimpin yg benar2 bs membawa Indonesia Merdeka dgn makna sesungguhnya makmur sejahtera adil dan bermartabat hanya melalui kepemimpinan ANIS amp MUHAIMIN,0.0,0,0.0,9.0,DEXTER888j,https://twitter.com/DEXTER888j/status/1734579701509959693,Anies-Muhaimin
57,Tue Dec 12 14:14:19 +0000 2023,ANIS MUHAIMIN PRESIDENKU,1.0,0,0.0,1.0,ulilalb91743919,https://twitter.com/ulilalb91743919/status/1734577422874349721,Anies-Muhaimin
58,Tue Dec 12 14:10:29 +0000 2023,Pemimpin yang membawa perubahan ya anis muhaimin AMINTerbaikNomor1 AMINUnggulDebatCapres,0.0,0,0.0,0.0,ghifarrara,https://twitter.com/ghifarrara/status/1734576460659315071,Anies-Muhaimin
59,Tue Dec 12 13:59:27 +0000 2023,Ga ada keraguan lagi kita menemukan calon pemimpin yg bisa membawa keadilan kemakmuran kesejahteraan dan mengangkat kebanggaan Indonesia dimata dunia melalui ANIS amp MUHAIMIN,0.0,0,0.0,0.0,DEXTER888j,https://twitter.com/DEXTER888j/status/1734573684273058048,Anies-Muhaimin
60,Tue Dec 12 13:58:30 +0000 2023,Saya pilih no1 anis muhaimin,0.0,0,0.0,0.0,RBaruss84861,https://twitter.com/RBaruss84861/status/1734573443528753481,Anies-Muhaimin
61,Tue Dec 12 13:58:27 +0000 2023,Gagasan merupakan perencanaan awal dan langkah awal dalam merancang sebuah bangunan negara maka gagasan yg baik sangat penting untuk berdirinya sebuah negara yg baik Pilih nomor 1 Anis Muhaimin untuk melaksanakan gagasan yg baik AMINku01 AMINajadulu,0.0,0,1.0,1.0,NYuliyati71123,https://twitter.com/NYuliyati71123/status/1734573432397066555,Anies-Muhaimin
62,Tue Dec 12 13:52:10 +0000 2023,AMINTerbaikNomor1 AMINUnggulDebatCapres Menuju Indonesia Perubahan bersama Anis Muhaimin AMIN 2024,0.0,0,0.0,2.0,Majid58971701,https://twitter.com/Majid58971701/status/1734571848917189076,Anies-Muhaimin
63,Tue Dec 12 13:49:37 +0000 2023,AMINTerbaikNomor1 AMINUnggulDebatCapres Menuju Indonesia Perubahan bersama Anis Muhaimin AMIN 2024,0.0,0,0.0,0.0,telegu349346,https://twitter.com/telegu349346/status/1734571207595618312,Anies-Muhaimin
64,Tue Dec 12 13:32:19 +0000 2023,Bismillah AMIN Anis Muhaimin pasangan yang bisa di andalkan AMINku01 AMINAjadulu,0.0,0,0.0,0.0,vplvo,https://twitter.com/vplvo/status/1734566854218404018,Anies-Muhaimin
65,Tue Dec 12 13:27:33 +0000 2023,Anis Muhaimin presiden dan wakil presiden RI 2024 2029 AMINAjaDulu,0.0,0,1.0,1.0,eviwahyun,https://twitter.com/eviwahyun/status/1734565653301129536,Anies-Muhaimin
66,Tue Dec 12 13:26:55 +0000 2023,Bismillah AMIN Anis Muhaimin pasangan yang bisa di andalkan AMINku01 AMINAjadulu,0.0,0,0.0,0.0,katini_tias07,https://twitter.com/katini_tias07/status/1734565496245362870,Anies-Muhaimin
67,Tue Dec 12 13:25:49 +0000 2023,Jelas yaa visi misi bidang hukum dari Anis Muhaimin AMINTerbaikNomor1,0.0,0,3.0,4.0,A_FauziFawaz,https://twitter.com/A_FauziFawaz/status/1734565218670526743,Anies-Muhaimin
68,Tue Dec 12 13:22:44 +0000 2023,AMINTerbaikNomor1 AMINUnggulDebatCapres Menuju Indonesia Perubahan bersama Anis Muhaimin AMIN 2024,0.0,0,0.0,0.0,WSekarwati76617,https://twitter.com/WSekarwati76617/status/1734564443961631230,Anies-Muhaimin
69,Tue Dec 12 13:15:57 +0000 2023,AMINTerbaikNomor1 AMINUnggulDebatCapres Menuju Indonesia Perubahan bersama Anis Muhaimin AMIN 2024,0.0,0,0.0,0.0,TiungK,https://twitter.com/TiungK/status/1734562735524884583,Anies-Muhaimin
70,Tue Dec 12 13:14:12 +0000 2023,AMINTerbaikNomor1 AMINUnggulDebatCapres Menuju Indonesia Perubahan bersama Anis Muhaimin AMIN 2024,0.0,0,0.0,0.0,TiungK,https://twitter.com/TiungK/status/1734562296586805257,Anies-Muhaimin
71,Tue Dec 12 13:14:04 +0000 2023,Bismillah Anis Muhaimin Amiin,0.0,0,0.0,0.0,BaladAminGrw,https://twitter.com/BaladAminGrw/status/1734562259823735211,Anies-Muhaimin
72,Tue Dec 12 13:06:36 +0000 2023,AMINTerbaikNomor1 AMINUnggulDebatCapres Menuju Indonesia Perubahan Adil Makmur dan Sejahtera bersama Anis Muhaimin AMIN 2024,0.0,1,1.0,7.0,Iwangus1,https://twitter.com/Iwangus1/status/1734560384366047365,Anies-Muhaimin
73,Tue Dec 12 13:05:29 +0000 2023,Anis Muhaimin sosok membawa perubahan besar yg lebih baik AMINTerbaikNomor1 AMINUnggulDebatCapres,0.0,0,0.0,1.0,SahroniYes42775,https://twitter.com/SahroniYes42775/status/1734560100189450710,Anies-Muhaimin
74,Tue Dec 12 13:03:42 +0000 2023,AMINTerbaikNomor1 AMINUnggulDebatCapres Menuju Indonesia Perubahan bersama Anis Muhaimin AMIN 2024,0.0,5,3.0,14.0,Alfairi_Feri,https://twitter.com/Alfairi_Feri/status/1734559653730849189,Anies-Muhaimin
75,Tue Dec 12 13:03:18 +0000 2023,Dari debat sudah ketahuan mana capres dan cawapres yg berkualitas pilih Anis Muhaimin AMINku01 AMINajadulu,0.0,0,0.0,0.0,wawansaza,https://twitter.com/wawansaza/status/1734559552287461409,Anies-Muhaimin
76,Tue Dec 12 12:15:56 +0000 2023,Kami Rakyat kecil tidak MAMPU cetak BALIHO Kami Rakyat kecil hanya bisa berbuat utk membuat seperti ini Kami Rakyat Kecil ingin Pemimpin yg peduli dan berpihak untuk Rakyat Kecil Kami Rakyat kecil menginginkan PERUBAHAN 01 AMIN PrabowoGibran GanjarMahfud AnisMuhaimin,0.0,0,1.0,1.0,romitonjong,https://twitter.com/romitonjong/status/1734547630242627993,Anies-Muhaimin
77,Tue Dec 12 12:13:29 +0000 2023,Diantara paslon capres cawapres Bibit bobot kwlitas memang tiada dua Anis Muhaimin pilihan rakyat kecil AMINAjaDulu,0.0,0,0.0,0.0,Darul6531063815,https://twitter.com/Darul6531063815/status/1734547016578175068,Anies-Muhaimin
78,Tue Dec 12 12:10:37 +0000 2023,Amin kan dulu pilih Anis Muhaimin ya amin Menang satu Putaran amin Amin,0.0,0,0.0,0.0,Darul6531063815,https://twitter.com/Darul6531063815/status/1734546295241740507,Anies-Muhaimin
79,Tue Dec 12 12:07:03 +0000 2023,Indonesia adil dan makmur bersama anis muhaimin AMINku01 AMINajadulu,0.0,0,0.0,0.0,may_ctu,https://twitter.com/may_ctu/status/1734545396679241891,Anies-Muhaimin
80,Tue Dec 12 11:30:24 +0000 2023,Anis muhaimin menang,0.0,0,0.0,1.0,NismaElisa1,https://twitter.com/NismaElisa1/status/1734536172527919430,Anies-Muhaimin
81,Tue Dec 12 11:28:59 +0000 2023,Anis Muhaimin menang,0.0,0,0.0,1.0,MarwanDoel3,https://twitter.com/MarwanDoel3/status/1734535816871866588,Anies-Muhaimin
82,Tue Dec 12 10:12:02 +0000 2023,anis muhaimin di nomor 1 jangan yg lain amin aja dulu,0.0,0,2.0,6.0,ozi090541157291,https://twitter.com/ozi090541157291/status/1734516453288849872,Anies-Muhaimin
83,Tue Dec 12 07:12:17 +0000 2023,Ya Allah mohon jadikanlah Anis Muhaimin Presiden dan Wakil Presiden Amin Allahumma amin,0.0,0,0.0,0.0,ZafiraMumtazah,https://twitter.com/ZafiraMumtazah/status/1734471215140720715,Anies-Muhaimin
84,Tue Dec 12 04:39:40 +0000 2023,ayatkursi ayat kursi Yati Bencong Zara Wiranto Anis Muhaimin Prabowo Gibran Ganjar Mahfud,0.0,0,0.0,0.0,kaligrafiukiran,https://twitter.com/kaligrafiukiran/status/1734432807374762213,Anies-Muhaimin
85,Tue Dec 12 02:31:58 +0000 2023,Kita plih Anis Muhaimin unt perubahan mnuju yg lbh bak,0.0,0,0.0,0.0,NasronCom,https://twitter.com/NasronCom/status/1734400672811171964,Anies-Muhaimin
86,Tue Dec 12 01:03:14 +0000 2023,Gue tetangga rumah ama yg di dalam photo dari sononya udah dukung Prabowo Gibran bukan Anis Muhaimin,0.0,0,0.0,1.0,muhammadsaidh22,https://twitter.com/muhammadsaidh22/status/1734378339992051960,Anies-Muhaimin
87,Mon Dec 11 20:41:58 +0000 2023,Sulit bagi saya untuk mendukung beliau apalagi beliau rekam jejaknya membahayakan kepercayaan saya Maaf cukup 2019 saya pilih beliau sekarang ada yg lebih hebat dari beliau Anis Muhaimin Amin,0.0,0,0.0,0.0,khairul_bary,https://twitter.com/khairul_bary/status/1734312592531968096,Anies-Muhaimin
88,Mon Dec 11 19:53:35 +0000 2023,Konsolidasi Pemenangan PILEG PILPRES 2024 Pasangan AMIN Anis Muhaimin,0.0,0,0.0,1.0,nuriel017,https://twitter.com/nuriel017/status/1734300416584884585,Anies-Muhaimin
89,Mon Dec 11 15:56:41 +0000 2023,Gak tuh justru gw dulu dukung prabowo tapi semenjak berpasangan sama gibran skrng ya maaf gw lebih pilih Anis Muhaimin,0.0,0,1.0,3.0,SilverQhueeen,https://twitter.com/SilverQhueeen/status/1734240797732827183,Anies-Muhaimin
90,Mon Dec 11 15:14:36 +0000 2023,Kita pilih Anis Muhaimin,0.0,0,0.0,0.0,NasronCom,https://twitter.com/NasronCom/status/1734230205273915487,Anies-Muhaimin
91,Mon Dec 11 14:43:58 +0000 2023,Mohon Doa Dukungan dan Pilihannya Paslon nomor 1 Anis Muhaimin,0.0,0,0.0,0.0,NasronCom,https://twitter.com/NasronCom/status/1734222499951554628,Anies-Muhaimin
92,Mon Dec 11 13:55:02 +0000 2023,tanggung min bohongnya sini gw buatin biar keliatan goubloknya yang percaya prabowo gibran 98 Ganjar Mahfud 89 Anis Muhaimin 10 gitu aja min repot amat dah sini bayar bayar lah udah gw buatin surpei mayan duit surpei2an,0.0,0,0.0,0.0,mr_eKID,https://twitter.com/mr_eKID/status/1734210182648086823,Anies-Muhaimin
93,Mon Dec 11 13:48:06 +0000 2023,Survei Denny JA Prabowo Gibran Menang Telak vs Ganjar Mahfud dan Anis Muhaimin,5.0,9,8.0,27.0,VIVAcoid,https://twitter.com/VIVAcoid/status/1734208437326864546,Anies-Muhaimin
94,Mon Dec 11 13:03:36 +0000 2023,Posko Balad Amin di Kecamatan Kualuh Leidong Kabupaten Labuhanbatu Utara Siap Memenangka Anis Muhaimin BaladAnisMuhaimin BaladAminSatuPutaran,0.0,0,0.0,0.0,0213Sumanto,https://twitter.com/0213Sumanto/status/1734197240724599039,Anies-Muhaimin
95,Mon Dec 11 13:00:22 +0000 2023,Posko Balad Amin Kecamatan Kualuh Leidong Kabupaten Labuhanbatu Utara Siap Memenangka Anis Muhaimin BaladAnisMuhaimin BaladAminSatuPutaran,0.0,0,0.0,0.0,0213Sumanto,https://twitter.com/0213Sumanto/status/1734196426065027187,Anies-Muhaimin
96,Mon Dec 11 12:34:19 +0000 2023,Apa pun yang terjadi kami pilih pasngan AMIN Anis Muhaimin ye,0.0,0,0.0,1.0,tarmidiefendi15,https://twitter.com/tarmidiefendi15/status/1734189869780594754,Anies-Muhaimin
97,Mon Dec 11 11:12:53 +0000 2023,Mantap Amin presidenku 2024,0.0,0,0.0,0.0,AbdBangkumis,https://twitter.com/AbdBangkumis/status/1734169377111703739,Anies-Muhaimin
98,Mon Dec 11 09:48:55 +0000 2023,Bulan november Anis Muhaimin bulan desember Prabowo gibran bln januari 2024 dukung ganjar mahfud bln februari,0.0,1,0.0,0.0,GNET888,https://twitter.com/GNET888/status/1734148247705563422,Anies-Muhaimin
99,Mon Dec 11 09:39:50 +0000 2023,ANIES DORONG SOLUSI PASAR AMIN UNTUK PEDAGANG pilpres2024 politikindonesia pkbnganjuk dpwpkbjabar dpwpkbjatim anismuhaimin gusmuhaiminpresiden2024 gusmuhaimin gusdurian aniesbaswedan politik suryapaloh koalisiperubah,0.0,0,2.0,2.0,PkbNganjuk,https://twitter.com/PkbNganjuk/status/1734145961654473181,Anies-Muhaimin
